time,6,1,2,3,9,8,7,4,5
1631971551.73805,444,635,538,358,490,645,197,357,381
1631971551.758379,372,666,548,542,518,681,332,479,454
1631971551.777989,444,665,264,103,479,650,210,377,379
1631971551.788322,447,645,568,576,522,669,206,376,440
1631971551.807933,445,640,539,538,522,668,207,374,437
1631971551.808658,443,108,307,467,455,641,197,358,445
1631971551.816985,445,636,538,539,518,673,211,374,435
1631971551.817416,446,641,362,99,473,672,207,374,437
1631971551.825045,450,635,536,97,507,670,210,378,340
1631971551.827204,463,43,583,579,421,493,209,380,434
1631971551.829161,311,691,535,534,518,665,195,377,442
1631971551.831197,266,614,573,507,510,673,209,380,442
1631971551.833756,309,682,554,541,522,667,208,374,437
1631971551.842585,444,679,544,523,523,668,211,378,434
1631971551.852657,446,639,537,538,517,649,194,356,442
1631971551.862348,469,644,566,575,522,669,206,376,441
1631971551.872851,400,190,308,473,496,629,208,378,441
1631971551.883105,443,686,557,541,517,672,211,378,437
1631971551.89294,262,687,576,567,171,475,210,379,442
1631971551.902827,450,697,586,579,523,671,88,252,342
1631971551.912544,452,648,566,564,520,667,208,373,437
1631971551.922821,443,637,537,538,517,667,204,372,433
1631971551.932315,438,638,536,104,477,646,195,373,443
1631971551.94323,451,700,585,573,202,487,197,361,369
1631971551.952938,306,682,556,541,522,667,209,378,441
1631971551.96284,445,612,244,99,532,670,208,377,438
1631971551.97274,467,644,567,575,522,669,204,245,339
1631971551.982497,405,639,570,570,519,682,252,376,441
1631971551.992964,375,42,557,539,510,669,207,377,437
1631971552.003046,418,654,251,86,138,578,210,382,449
1631971552.012476,325,694,587,579,524,389,85,253,464
1631971552.022504,452,697,583,573,525,673,209,373,437
1631971552.032643,445,637,533,535,508,667,203,370,433
1631971552.043478,463,109,326,559,520,684,334,481,418
1631971552.052295,463,643,550,509,500,640,285,277,463
1631971552.062863,306,687,557,542,523,668,210,378,439
1631971552.072802,444,686,556,539,521,668,207,376,383
1631971552.083216,406,628,554,569,520,682,332,477,461
1631971552.092556,452,651,568,576,520,674,210,376,441
1631971552.102561,442,640,536,537,517,669,204,370,236
1631971552.11285,366,54,538,336,465,647,197,382,449
1631971552.122279,126,653,307,567,491,318,85,254,347
1631971552.133263,450,690,557,538,521,666,207,373,433
1631971552.143255,438,635,535,536,510,667,203,366,377
1631971552.153334,462,641,571,516,499,632,175,363,374
1631971552.163291,377,57,329,552,446,670,212,381,446
1631971552.17378,443,687,555,538,521,669,207,377,439
1631971552.183022,443,690,556,541,490,648,197,245,344
1631971552.192394,444,690,556,111,489,648,75,244,351
1631971552.202016,474,699,589,578,524,673,210,378,443
